,zone_name,zone_lat,zone_lng,zone_address,max_car,limit_car
278,양평군 공영주차장,37.492596,127.488312,경기 양평군 양평읍 양근리 396-24,8,28
279,수진주차장,37.440857,127.133057,경기 성남시 수정구 수진동 62,6,23
280,권선1동 주민센터 옆(SK뷰아파트),37.25766,127.027199,경기 수원시 권선구 권선동 1035,9,22
281,주공Humansia 602동,37.65862,127.24006,경기 남양주시 호평동 712,8,21
282,세경아파트(803동),36.49985,127.250043,세종특별자치시 종촌동 692,7,19
283,광교중앙역 4번출구,37.285912,127.056418,경기 수원시 영통구 이의동 1338,6,22
284,KT동수원빌딩,37.272972,127.051559,경기 수원시 영통구 매탄동 111,6,23
285,고려대학교 세종캠퍼스 정문 주차장,36.60991,127.29272,세종특별자치시 조치원읍 서창리 53-13,4,17
286,홍은사거리,37.590771,126.940819,서울 서대문구 홍제동 294-84,7,20
287,어울림공원 앞,37.273514,126.956608,경기 수원시 권선구 금곡동 1125-3,5,26
288,대원갈비,37.68251,126.757713,경기 고양시 일산서구 대화동 2031,10,20
289,정자역엠코헤리츠 3단지,37.362183,127.106626,경기 성남시 분당구 정자동 166-2,6,28
290,신촌1공영주차장,37.558964,126.933838,서울 서대문구 창천동 70-34,6,30
291,이룸넘버원리치안,37.630832,127.117654,경기 구리시 갈매동 306-8,4,28
292,영통역 2번출구,37.251761,127.077146,경기 수원시 영통구 영통동 1012-1,5,26
293,세기프라자 주차장,37.572397,127.055601,서울 동대문구 답십리동 1003-2,9,19
294,아남타워빌딩,37.504042,127.044867,서울 강남구 역삼동 702-10,8,30
295,장한평역 4번출구(에코바움),37.563549,127.070145,서울 동대문구 장안동 443-2,9,17
296,동대문푸르지오시티,37.577705,127.032951,서울 동대문구 용두동 104-3,7,16
297,양평역 1번출구 코레일주차장,37.493557,127.490631,경기 양평군 양평읍 양근리 130,5,27
298,우송빌라,37.552303,126.848489,서울 강서구 화곡동 996-4,5,23
299,한양대 구리병원,37.601334,127.131989,경기 구리시 교문동 249-1,7,24
300,1307동 옆 지하주차장,37.567973,127.188409,경기 하남시 망월동 949,6,30
301,갑을명가상가,37.603485,127.042259,서울 성북구 하월곡동 227,8,16
302,고양경찰서 앞,37.627548,126.82988,경기 고양시 덕양구 화정동 1147,4,29
303,SK유타워,37.366428,127.10656,경기 성남시 분당구 정자동 25-1,10,25
304,증미역 4번출구(오투빌2차아파트),37.555789,126.859995,서울 강서구 등촌동 712,9,20
305,GS파크 하나은행수원금융센터점,37.262378,127.032953,경기 수원시 팔달구 인계동 1124-2,8,16
306,압구정고가2 공영주차장,37.525791,127.02839,서울 강남구 신사동 581-13 앞(압구정역 4번출구 앞),9,23
307,도덕파크타운 105동,37.469384,126.865413,경기 광명시 철산동 625,7,18
308,인중 유료주차장,37.474518,126.86821,경기 광명시 철산동 416,10,19
309,광명국민체육센터,37.486839,126.865433,경기 광명시 철산동 63,4,29
310,스타타워,37.678017,126.81234,경기 고양시 일산동구 식사동 1531,5,23
311,광교중앙역 3번출구,37.292345,127.049247,경기 수원시 영통구 이의동 1330,4,25
312,의정부 제일시장앞,37.739487,127.051895,경기 의정부시 의정부동 125-4,6,16
313,테라스힐,37.300148,127.04313,경기 수원시 영통구 이의동 1256-1,9,22
314,롯데슈퍼,37.690341,126.598611,경기 김포시 통진읍 마송리 104-71,10,21
315,점프밀라노,37.50132,127.026482,서울 강남구 역삼동 815,7,22
316,풍년마을청구한라아파트 210동 뒤,37.622515,126.718727,경기 김포시 북변동 815,6,27
317,강남블루지움,37.474884,127.107232,서울 강남구 자곡동 56-120,9,23
318,휘경여자중학교 앞,37.584001,127.069475,서울 동대문구 휘경동 57,8,21
319,언주초교 공영주차장,37.4869,127.037788,서울 강남구 도곡동 922,7,26
320,충정주차장,37.620693,126.820366,경기 고양시 덕양구 토당동 444-4,5,23
321,성일주차장,37.479229,126.857674,경기 광명시 광명동 156-4,7,24
322,계명주차장,37.497562,127.051521,서울 강남구 역삼동 756-19,5,21
323,산들마을3단지아파트 306동 앞,37.681107,126.776375,경기 고양시 일산서구 일산동 1654,5,15
324,산타마리아 상가주차장,37.6441,126.667442,경기 김포시 장기동 1618,5,26
325,골든밸리오피스텔 주차장,37.351055,127.107803,경기 성남시 분당구 금곡동 171,9,16
326,세종푸르지오시티 1차 주차장,36.496029,127.263816,세종특별자치시 어진동 656,4,24
327,포이초교 공영주차장,37.474949,127.051483,서울 강남구 개포동 1273,4,28
328,성신여대 앞,37.590664,127.018898,서울 성북구 동선동2가 133,8,22
329,강촌마을1단지 105동,37.656883,126.783671,경기 고양시 일산동구 마두동 757,10,26
330,플러스타워,37.116802,126.911896,경기 화성시 향남읍 하길리 1466,10,22
331,디오슈페리움,37.492207,127.031311,서울 강남구 역삼동 832-5,10,21
332,진접센트레빌시티1단지,37.739673,127.199326,경기 남양주시 진접읍 부평리 764,4,27
333,영통중학교 앞,37.252664,127.062682,경기 수원시 영통구 영통동 964-5,10,23
334,대청역 1번출구,37.494961,127.07914,서울 강남구 개포동 13-2,5,20
335,리움하우스 1차,37.581249,126.919777,서울 서대문구 북가좌동 5-42,10,30
336,청원노외주차장,37.40464,126.918983,경기 안양시 만안구 안양동 845-13,5,25
337,논현탁구클럽 주차장,37.513321,127.032928,서울 강남구 논현동 213-35,4,17
338,SK주유소 광덕점,37.583111,127.020271,서울 성북구 보문동5가 146-1,9,20
339,숯골사거리,37.443451,127.142525,경기 성남시 수정구 신흥동 5491,4,17
340,휴먼시아1단지 114동,37.602754,127.155502,경기 남양주시 다산동 669,4,26
341,영희초교 공영주차장,37.492203,127.081833,서울 강남구 일원동 707-3,6,30
342,고양국제고등학교 앞,37.682059,126.808253,경기 고양시 일산동구 식사동 1510,10,24
343,대덕프라자,37.412231,127.129707,경기 성남시 분당구 야탑동 361-5,9,15
344,도성초등학교 앞,37.498984,127.048814,서울 강남구 역삼동 755,9,20
345,거주자우선주차구역,37.597851,126.956123,서울 서대문구 홍은동 4-9,10,15
346,석수아이파크 105동,37.405844,126.90176,경기 안양시 만안구 석수동 794,4,25
347,금오주공그린빌9단지 911동,37.746819,127.080124,경기 의정부시 신곡동 790,7,17
348,개포디지털혁신파크,37.4884,127.064537,서울 강남구 개포동 153,7,28
349,하늘마을5단지아파트 506동,37.677247,126.786546,경기 고양시 일산동구 중산동 1800,5,28
350,소리마을smpark 103동,37.608204,127.022398,서울 성북구 길음동 1207,4,24
351,IBK기업은행주차장,37.597904,127.142738,경기 구리시 수택동 424-21,10,26
352,신설동 공영주차장,37.572552,127.024399,서울 동대문구 신설동 114-29,8,28
353,스마트프라자,37.405354,126.971466,경기 안양시 동안구 관양동 1725-1,6,15
354,나비초등학교 앞,37.641016,126.624944,경기 김포시 구래동 6895-4,5,17
355,초원오피스텔,37.573856,126.935814,서울 서대문구 연희동 76-24,10,26
356,우남퍼스트빌스타,37.218575,127.058319,경기 화성시 능동 1065-2,7,24
357,소만마을 8단지 802동 앞,37.616982,126.841103,경기 고양시 덕양구 행신동 781,4,18
358,성남자이아파트 105동,37.432545,127.15567,경기 성남시 중원구 하대원동 539,9,16
359,달빛마을 211동 앞,37.646915,126.837837,경기 고양시 덕양구 화정동 851,8,17
360,방화동 하이파킹 주차장,37.573521,126.810539,서울 강서구 방화동 484-17,7,24
361,성원코아,37.654705,126.838303,경기 고양시 덕양구 성사동 704-4,8,20
362,삼익에이스빌 2차,37.448107,127.157797,경기 성남시 수정구 단대동 162-2,7,20
363,정릉 중앙하이츠빌 1단지 106동,37.602381,127.010044,서울 성북구 정릉동 494,6,20
364,대림아크로텔 B동,37.36269,127.107338,경기 성남시 분당구 정자동 168-1,10,25
365,신한대학교 벧엘관,37.71027,127.046432,경기 의정부시 호원동 산101-1,7,27
366,신원2차아파트 202동,37.687772,126.762974,경기 고양시 일산서구 일산동 2121,6,27
367,안집주차장,37.738136,127.050667,경기 의정부시 의정부동 172-29,10,23
368,방화역(동) 공영주차장,37.577251,126.813286,서울 강서구 방화동 830-4,4,24
369,후곡마을10단지아파트 1004동,37.680369,126.768688,경기 고양시 일산서구 일산동 1074,7,27
370,우림블루나인비즈니스센터,37.557098,126.864143,서울 강서구 염창동 240-21,8,29
371,반월삼거리(신동탄롯데캐슬),37.227062,127.068397,경기 화성시 반월동 111-4,9,17
372,청량리신현대아파트 9동 앞 주차장,37.5894,127.050816,서울 동대문구 회기동 65,6,25
373,주엽고등학교 앞(문촌7단지),37.673988,126.756599,경기 고양시 일산서구 주엽동 14,10,21
374,경동고공영주차장,37.586777,127.015129,서울 성북구 삼선동3가 43-1,5,19
375,성북동 주민센터 뒤,37.591214,127.002545,서울 성북구 성북동 186-12,6,17
376,마두역 8번출구(오원프라자),37.651066,126.778995,경기 고양시 일산동구 마두동 805-1,7,28
377,광교호반마을21단지 2102동,37.277733,127.067592,경기 수원시 영통구 하동 1032,8,16
378,타요키즈카페,37.449497,126.889297,경기 광명시 소하동 1313-4,5,21
379,행복유료주차장,37.58279,127.020241,서울 성북구 보문동5가 145-4,8,24
380,샘모루초등학교 공영주차장,37.399071,126.940788,경기 안양시 동안구 비산동 405,9,19
381,전농우성아파트 관리사무소 옆,37.577881,127.065964,서울 동대문구 전농동 6,5,23
382,벽적골8단지 833동,37.250458,127.062721,경기 수원시 영통구 영통동 972-2,7,18
383,오남아이파크 104동 앞,37.696138,127.200533,경기 남양주시 오남읍 오남리 891,4,19
384,송현고등학교 옆,37.743993,127.089681,경기 의정부시 민락동 735-3,7,16
385,학동역 5번출구(논현2호),37.512234,127.02858,서울 강남구 논현동 127-14,8,27
386,세종시청 정문 주차장,36.478878,127.287125,세종특별자치시 보람동 626-5,7,17
387,미래메디컬빌딩,37.66357,126.888901,경기 고양시 덕양구 신원동 621-2,5,19
388,냉천초등학교 옆(리네일아트),37.664784,126.785315,경기 고양시 일산동구 마두동 840-1,5,27
389,하늘마을 1단지,37.67996,126.779579,경기 고양시 일산동구 중산동 1680 하늘마을1단지아파트,5,29
390,스타뷰 빌라,37.499542,127.039001,서울 강남구 역삼동 725-6,6,27
391,예봉초등학교 앞,37.59092,127.221169,경기 남양주시 와부읍 덕소리 613,4,26
392,광교 경동 해피리움,37.290315,127.04569,경기 수원시 영통구 이의동 1351,4,24
393,코아루센타시아,37.593063,127.019234,서울 성북구 동선동1가 121-6 코아루센타시아,9,20
394,도램마을11단지 반도유보라 1102동 주차장,36.513633,127.260504,세종특별자치시 도담동 653,8,28
395,화서환승주차장,37.285549,126.990753,경기 수원시 팔달구 화서동 643,9,18
396,중소기업지원센터 삼거리,37.290623,127.046347,경기 수원시 영통구 이의동 1351-2,10,28
397,강남을지병원앞 교차로(호텔선샤인),37.520612,127.028789,서울 강남구 신사동 587-1,4,18
398,효동초 뒤(동수원카랜드),37.263937,127.046884,경기 수원시 영통구 매탄동 840-7,5,18
399,양천향교역 7번출구(마곡경동미르웰),37.566177,126.840134,서울 강서구 마곡동 784-2,4,23
400,병점역 A주차장,37.206713,127.033786,경기 화성시 진안동 824-26,5,30
401,제일주차장,37.508247,127.057953,서울 강남구 삼성동 158-5,8,15
402,평내고등학교 앞(유진마젤란),37.643772,127.236336,경기 남양주시 평내동 551,6,16
403,"한신 아파트 111동 7,8 라인 앞",37.594346,127.010038,서울 성북구 돈암동 609-1,10,23
404,매봉역 3번출구,37.487227,127.051647,서울 강남구 도곡동 467-19,7,21
405,낙양물사랑공원(미디어주차장),37.746516,127.094509,경기 의정부시 민락동 815,10,16
406,강촌마을6단지아파트 602동,37.650045,126.779686,경기 고양시 일산동구 마두동 806,8,19
407,길음뉴타운 806동 앞,37.608216,127.017231,서울 성북구 길음동 1284,6,29
408,강서가로공원 공영주차장,37.537415,126.838882,서울 강서구 화곡동 662-15,4,18
409,신호아파트 101동 ,37.302477,126.989479,경기 수원시 장안구 정자동 840-99,8,17
410,대한대우아파트 126동 앞,37.264416,127.005628,경기 수원시 팔달구 매산로2가 90,9,17
411,화곡1-1 공영주차장,37.531429,126.839859,서울 강서구 화곡동 424-94,6,29
412,만안구청 옆,37.386982,126.933472,경기 안양시 만안구 안양동 529-7,10,16
413,무지개마을청구아파트 501동 앞,37.339084,127.119562,경기 성남시 분당구 구미동 221,8,15
414,모래내우체국앞 교차로(DMC아이파크),37.577181,126.914176,서울 서대문구 북가좌동 458,4,15
415,마곡센트럴대방디엠시티오피스텔 1차 주차장,37.568141,126.840127,서울 강서구 마곡동 776-2,6,20
416,신영통현대4차 404동,37.233481,127.061652,경기 화성시 반월동 870,10,29
417,가양4단지아파트,37.564957,126.851997,서울 강서구 가양동 1478,5,21
418,전농삼성아파트 정문 앞,37.581781,127.05569,서울 동대문구 전농동 155,9,21
419,도심공항터미널 주차장,37.5093,127.05917,서울 강남구 삼성동 159-6,9,30
420,평촌역 2번출구,37.395198,126.96133,경기 안양시 동안구 관양동 1595-1,10,28
421,분당중학교 옆,37.361933,127.106863,경기 성남시 분당구 정자동 166-3,5,23
422,차관아파트사거리,37.512375,127.052834,서울 강남구 삼성동 119-4,4,28
423,분당서현빌딩,37.384971,127.121924,경기 성남시 분당구 서현동 270-1,7,26
424,장안2동 공영주차장,37.578087,127.070602,서울 동대문구 장안동 286-9,10,21
425,밤꽃마을뜨란채 108동 관리사무소 앞,37.306076,126.968138,경기 수원시 장안구 율전동 546,7,19
426,CU 성남월드점,37.430874,127.13131,경기 성남시 중원구 성남동 3510,7,15
427,장안동 근린공원,37.576851,127.071922,서울 동대문구 장안동 300,5,23
428,SK주유소 갤럭시점 주차장,37.266444,127.064574,경기 수원시 영통구 원천동 328-6,5,30
429,볏골공원 공영주차장,37.541569,126.844612,서울 강서구 화곡동 98-86,10,21
430,이림리치안,37.217225,127.078702,경기 화성시 석우동 31-7,6,18
431,현대오피스,37.379967,127.114861,경기 성남시 분당구 수내동 9-4,9,24
432,탑월드주차빌딩,37.340355,127.109756,경기 성남시 분당구 구미동 182,5,19
433,마송우회도로사거리(마송불가마),37.690503,126.597065,경기 김포시 통진읍 마송리 116-16,7,25
434,SK영통제일self주유소 주차장,37.254313,127.062684,경기 수원시 영통구 매탄동 540-5,8,30
435,일산국제컨벤션고등학교 앞,37.671149,126.773013,경기 고양시 일산동구 정발산동 1170,10,21
436,현대주차장,37.499077,127.037262,서울 강남구 역삼동 738-8,6,29
437,평내호평스위첸아파트 앞,37.656967,127.245346,경기 남양주시 호평동 170-8,4,15
438,신명.한국아파트 204동 앞 Parking2,37.268131,127.084049,경기 수원시 영통구 영통동 1054-3,4,30
439,SK엠시티 오피스텔,37.654788,126.770768,경기 고양시 일산동구 장항동 869 SK엠시티오피스텔 지하 3층,7,24
440,동아에코빌아파트 114동,37.606934,127.045028,서울 성북구 상월곡동 101,5,27
441,아마노 감리신학대학교점,37.56773,126.963272,서울 서대문구 냉천동 31,7,24
442,아름마을 풍림아파트 509동,37.397839,127.121849,경기 성남시 분당구 이매동 140,7,17
443,구미동주민센터 앞,37.341468,127.122582,경기 성남시 분당구 구미동 242,10,18
444,태영웨딩노블레스,37.390549,126.948158,경기 안양시 동안구 비산동 1104-1,6,21
445,성원아파트 103동 앞,37.611679,127.136785,경기 구리시 인창동 453,6,15
446,르파비스 2232동,37.18312,127.125892,경기 화성시 목동 262,8,21
447,강남구청역 3번출구(카사빌라),37.517803,127.039044,서울 강남구 논현동 112-9,7,16
448,운양동 주민센터 옆,37.654688,126.684804,경기 김포시 운양동 1296-7,4,25
449,일원역 5번출구(한솔아파트),37.482342,127.07946,서울 강남구 일원동 731,7,28
450,사릉 제2공영주차장,37.650419,127.179047,경기 남양주시 진건읍 사능리 590-2,5,16
451,문촌1단지 우성아파트,37.677608,126.757681,경기 고양시 일산서구 주엽동 1,4,27
452,한산초등학교 앞,37.694153,126.755048,경기 고양시 일산서구 덕이동 386-13,8,25
453,"해링턴플레이스 오피스텔 상가동,103동",37.205356,127.036295,경기 화성시 병점동 871,4,26
454,청명역 6번출구(황골마을주공1단지),37.262263,127.079803,경기 수원시 영통구 영통동 955-1,4,27
455,성저마을3단지아파트 305동 앞,37.678183,126.747403,경기 고양시 일산서구 대화동 2215,7,23
456,돈암동일하이빌,37.591647,127.014551,서울 성북구 동소문동5가 120,6,25
457,CU 홍은벽산점 옆,37.594432,126.946237,서울 서대문구 홍은동 48-80,10,17
458,조이전농프라자,37.574443,127.047188,서울 동대문구 전농동 647-1,7,26
459,HN복정주택 주차장,37.467201,127.127605,경기 성남시 수정구 복정동 639-14,7,26
460,능곡현대홈타운1차 106동 뒤,37.621726,126.823247,경기 고양시 덕양구 토당동 364,5,27
461,종암동 주민센터,37.599007,127.035202,서울 성북구 종암동 16-8,9,15
462,안양5동 주민센터 앞,37.394268,126.921402,경기 안양시 만안구 안양동 707-131,9,28
463,세종환승주차장A,36.480839,127.261406,세종특별자치시 나성동 719,6,25
464,KB중앙타워,37.649303,126.875107,경기 고양시 덕양구 원흥동 631,10,26
465,한솔쇼핑타운 주차장,37.578411,127.035278,서울 동대문구 제기동 892-72,6,16
466,교문중학교 옆,37.589251,127.135105,경기 구리시 교문동 809-3,6,23
467,부산 신호사랑으로부영2차아파트 214동,35.087064,128.875918,부산 강서구 신호동 298-1,4,30
468,현대벤처빌,37.34967,127.110046,경기 성남시 분당구 구미동 24-1,4,15
469,풍년마을서광신안아파트 314동 앞,37.626485,126.713051,경기 김포시 북변동 802,4,19
470,삼성주차장,37.499817,127.040283,서울 강남구 역삼동 725-28,9,17
471,새뜸마을 8단지 805동 주차장,36.483288,127.253748,세종특별자치시 새롬동 341-42,9,30
472,HN호평주택 주차장,37.657288,127.245903,경기 남양주시 호평동 171-2,7,24
473,아리랑시네센터주차장,37.599251,127.014458,서울 성북구 돈암동 538-59,8,19
474,신촌역 동측광장공영주차장,37.559296,126.942719,서울 서대문구 대현동 121-9,6,29
475,장안타운건영아파트 내 건영 상가,37.370996,127.14014,경기 성남시 분당구 분당동 66,10,20
476,남양주월산사랑으로부영1단지 112동,37.65388,127.338673,경기 남양주시 화도읍 월산리 1528,7,26
477,성균관대학교 옆(삼성1단지),37.291761,126.969293,경기 수원시 장안구 율전동 468,4,18
478,와부 제3공영주차장,37.578609,127.22509,경기 남양주시 와부읍 도곡리 1037-12,6,17
479,동양파라곤2단지오피스텔 202동,37.258155,127.033632,경기 수원시 팔달구 인계동 1134-10,5,18
480,장수등갈비주차장,37.647758,127.305695,경기 남양주시 화도읍 창현리 551-2,4,23
481,보람더하임 101동 앞,37.552052,126.869835,서울 강서구 염창동 305,5,29
482,코스트코 일산점 옆(동문굿모닝힐2차),37.639937,126.787365,경기 고양시 일산동구 백석동 1319,4,16
483,백석역 4번출구,37.643196,126.787094,경기 고양시 일산동구 백석동 1331,8,29
484,세원빌딩(Z.A.G. POT),37.510059,127.055336,서울 강남구 삼성동 151-5,7,22
485,명일주차장,37.473827,127.052826,서울 강남구 개포동 1176-3,9,16
486,무지개타워 주차장,36.484692,127.251115,세종특별자치시 새롬동 341-95,5,27
487,포레스트힐 주차장,37.275852,127.02317,경기 수원시 팔달구 지동 365-20,5,17
488,SK주유소 가양점,37.569756,126.841888,서울 강서구 가양동 151-1,6,30
489,"삼선현대힐스테이트 101동 4,5라인 주차장",37.581772,127.01284,서울 성북구 삼선동2가 420,6,27
490,거주자우선주차구역,37.586262,126.913155,서울 서대문구 북가좌동 340-35,9,28
491,성신여성고시원,37.592865,127.020192,서울 성북구 동선동3가 195,7,18
492,다울네버빌A,37.543172,126.840386,서울 강서구 화곡동 1054-4,8,22
493,그레이스힐,37.562004,126.852539,서울 강서구 등촌동 717,9,15
494,세림타운,37.207886,127.062042,경기 화성시 반송동 46,8,27
495,천록아파트 5동 앞,37.2981,126.974236,경기 수원시 장안구 율전동 276-3,8,16
496,가자 실내낚시터 주차장,37.605095,127.02504,서울 성북구 길음동 1070-32,6,21
497,길음역 7번출구,37.602394,127.022102,서울 성북구 길음동 535-22,10,19
498,광명역 4번출구(광명역써밋플레이스),37.416714,126.882144,경기 광명시 일직동 513,4,30
499,동양프라자,37.617582,126.622152,경기 김포시 양촌읍 학운리 2988,6,15
500,제기동역 1번출구,37.579697,127.031732,서울 동대문구 용두동 138-34,5,19
501,돌곶이역 8번출구,37.609402,127.055634,서울 성북구 석관동 407-4,7,18
502,전원마을월드1단지아파트 113동,37.645857,126.685626,경기 김포시 운양동 1438,9,18
503,정발산역 1번출구,37.656509,126.773247,경기 고양시 일산동구 장항동 855,6,17
504,정릉우체국 앞(정릉푸르지오아파트),37.606781,127.009888,서울 성북구 정릉동 406,5,24
505,강남을지병원 뒤 유료주차장,37.519203,127.029732,서울 강남구 논현동 65-1,10,29
506,한티역 2번출구,37.4986,127.055077,서울 강남구 대치동 924-10,9,30
507,SH공공원룸주택 MJ빌,37.583218,126.922516,서울 서대문구 남가좌동 3-19,6,18
508,구역삼세무서교차로(남국빌딩),37.496799,127.040573,서울 강남구 역삼동 733-8,9,27
509,의정부 가구거리,37.735149,127.049896,경기 의정부시 의정부동 97-29,7,25
510,휘경동 주공1단지아파트,37.583817,127.070343,서울 동대문구 휘경동 57,10,25
511,풍산초교 옆(성원아파트),37.66548,126.794338,경기 고양시 일산동구 풍동 551-1,7,29
512,율전초등학교 옆(라온빌),37.29491,126.967764,경기 수원시 장안구 율전동 416-11,6,22
513,연희중학교 뒤(MJ빌),37.580709,126.918855,서울 서대문구 북가좌동 5-90,7,29
514,V-PLEX(패스트파이브 삼성2호점),37.507496,127.056847,서울 강남구 삼성동 157-27,5,25
515,청구블루빌,37.378601,127.113319,경기 성남시 분당구 수내동 11-1,7,17
516,보보스텔오피스텔,37.476086,126.864159,경기 광명시 철산동 472-170,5,25
517,코오롱아파트 103동,37.606066,127.065724,서울 성북구 석관동 405,6,24
518,동탄역 2번출구,37.197798,127.097701,경기 화성시 오산동 969-6,10,21
519,신촌역 4번출구(신촌치안센터 옆),37.555515,126.937536,서울 서대문구 창천동 18-42,9,30
520,화중초등학교 옆,37.641602,126.836026,경기 고양시 덕양구 화정동 870,4,23
521,고양종합터미널 옆,37.644341,126.79097,경기 고양시 일산동구 백석동 1239-2,8,24
522,남양주신촌초등학교 옆,37.644834,127.239149,경기 남양주시 평내동 601,10,23
523,강남훼미리타운 오피스텔 A동,37.474003,127.10757,서울 강남구 자곡동 56-95,8,19
524,퇴계원 제3공영주차장,37.647933,127.14201,경기 남양주시 퇴계원면 퇴계원리 218-8,10,21
525,동부센트레빌 202동,37.44783,127.129425,경기 성남시 수정구 태평동 7344,8,20
526,골든서울호텔 주차장,37.548046,126.878296,서울 강서구 염창동 260-7,7,15
527,e편한세상 삼송 1차 104동,37.649408,126.896237,경기 고양시 덕양구 동산동 369,10,27
528,고려대역 5번출구,37.587991,127.038223,서울 동대문구 제기동 1212,7,18
529,동수원자이1차 110동,37.236116,127.054583,경기 수원시 영통구 망포동 686,10,16
530,새샘마을6단지(604동),36.483488,127.305232,세종특별자치시 소담동 9-130,6,21
531,대화역 3번출구(하이투모로),37.676178,126.745972,경기 고양시 일산서구 대화동 2219,6,24
532,녹색친구들 창천점,37.560501,126.928307,서울 서대문구 창천동 388,7,16
533,학동역 10번출구,37.515274,127.033058,서울 강남구 논현동 89,9,18
534,월곡3SH빌,37.61203,127.03791,서울 성북구 하월곡동 225-1,8,17
535,창곡교차로,37.464797,127.141182,경기 성남시 수정구 창곡동 0,8,25
536,피델리아빌딩,37.556614,126.937424,서울 서대문구 창천동 18-23,4,22
537,석수e-편한세상아파트 118동,37.414723,126.913788,경기 안양시 만안구 석수동 182-2,9,24
538,개화산역 공영주차장,37.572208,126.805,서울 강서구 방화동 526-16,8,26
539,쌍마한신아파트 101동 앞,37.477051,126.867729,경기 광명시 철산동 245,8,22
540,마두역 1번출구,37.650692,126.777596,경기 고양시 일산동구 장항동 897,5,25
541,고용노동부 뒤,36.502293,127.259766,세종특별자치시 어진동 536,4,21
542,덕소역 코레일 주차장,37.587574,127.208325,경기 남양주시 와부읍 덕소리 590-1,8,28
543,관악역 2번출구,37.418678,126.909538,경기 안양시 만안구 석수동 110-23,8,24
544,홈플러스 일산점 옆,37.658794,126.768005,경기 고양시 일산동구 장항동 754,8,18
545,독립문고가 밑 공영주차장,37.571552,126.959663,서울 서대문구 영천동 252,6,30
546,화곡4동 주민센터 옆,37.535141,126.858269,서울 강서구 화곡동 824-1,5,29
547,하늘마을4단지아파트 403동,37.675929,126.785065,경기 고양시 일산동구 중산동 1802,7,21
