,zone_name,zone_lat,zone_lng,zone_address,max_car,limit_car
548,평촌동 주민센터 앞(한일미래아파트),37.393701,126.97756,경기 안양시 동안구 평촌동 66-6,5,30
549,가양역 10번출구(등촌주공11단지),37.559692,126.849487,서울 강서구 등촌동 705-6,7,17
550,푸른마을신일해피트리 963동,37.20102,127.054718,경기 화성시 능동 1150,10,29
551,미가한식 전용주차장,35.083052,128.878766,부산 강서구 신호동 240-1,10,24
552,포스코센터 주차장,37.505634,127.056694,서울 강남구 대치동 892,10,22
553,정부세종청사 제15주차장,36.497517,127.266411,세종특별자치시 어진동 651,9,25
554,일산 우림보보카운티1,37.662678,126.768811,경기 고양시 일산동구 장항동 778,8,26
555,호평고등학교 앞,37.656248,127.25291,경기 남양주시 호평동 671,10,15
556,카페수아주차장,37.455624,127.128448,경기 성남시 수정구 복정동 698-9,8,19
557,주공그린빌 105동 앞,37.42009,126.910347,경기 안양시 만안구 석수동 805,7,19
558,마두역 1번출구(호수마을1단지),37.648542,126.779606,경기 고양시 일산동구 장항동 902,9,21
559,신일유토빌오피스텔,37.498829,127.033478,서울 강남구 역삼동 735-11,8,29
560,청호델피노 오피스텔,37.391336,127.076428,경기 성남시 분당구 운중동 947,8,26
561,분당포스빌오피스텔,37.340469,127.107805,경기 성남시 분당구 구미동 156,8,26
562,라디언트캐슬,37.756413,127.114982,경기 의정부시 낙양동 746,9,29
563,주공그린빌 507동 앞,37.254456,127.040701,경기 수원시 영통구 매탄동 1282,6,21
564,고양삼송통합국,37.650878,126.890135,경기 고양시 덕양구 삼송동 143-11,7,21
565,일산2동 주민센터 앞,37.683109,126.779547,경기 고양시 일산동구 중산동 1651,7,29
566,어진프라자 주차장,36.507721,127.262817,세종특별자치시 어진동 551,8,19
567,퇴계원역 1번출구 앞,37.647373,127.14669,경기 남양주시 퇴계원면 퇴계원리 203-3,5,21
568,오크우드프리미어호텔,37.510391,127.058777,서울 강남구 삼성동 159,7,24
569,탄천제2호 공영주차장,37.493992,127.087379,서울 강남구 일원동 4-49,7,20
570,공영일원주차장,37.484592,127.08374,서울 강남구 일원동 716-2,6,26
571,방화동성아파트,37.57954,126.81218,서울 강서구 방화동 817,9,26
572,미사강변도시17단지 1704동,37.565715,127.180343,경기 하남시 망월동 1044,4,26
573,SK주유소 북악점 주차장,37.605473,127.008514,서울 성북구 정릉동 428,4,26
574,티파니빌라,37.559055,126.932922,서울 서대문구 창천동 68-51,10,17
575,광명시범공단 주차장,37.456505,126.885414,경기 광명시 하안동 201,5,18
576,홈플러스 일산점 옆(고일프라자),37.659439,126.76959,경기 고양시 일산동구 장항동 769,5,19
577,영보빌딩 공영주차장,37.563465,126.852669,서울 강서구 가양동 1480-10,6,25
578,풍산빌딩,37.561123,126.96283,서울 서대문구 충정로3가 470,10,29
579,은행중학교 옆,37.458656,127.169601,경기 성남시 중원구 은행동 550,4,20
580,교우회관 주차장,37.591625,127.035942,서울 성북구 종암동 29-26,7,23
581,블루밍하우스,37.500793,127.038963,서울 강남구 역삼동 718-11,6,16
582,광교푸르지오 월드마크,37.291456,127.049244,경기 수원시 영통구 이의동 1331,8,29
583,마곡엠밸리 8단지아파트,37.563412,126.820137,서울 강서구 마곡동 741,5,18
584,율전초등학교 옆(늘푸른벽산APT),37.299098,126.966896,경기 수원시 장안구 율전동 322,8,23
585,정릉동(건스빌),37.613018,127.008469,서울 성북구 정릉동 252-166,10,25
586,강서우체국 앞(마곡오드카운티2차),37.564545,126.839684,서울 강서구 마곡동 784-9,4,22
587,구리 중앙예식장앞교차로,37.600048,127.136314,경기 구리시 수택동 370-17,9,26
588,청원레이크빌,37.659433,126.767513,경기 고양시 일산동구 장항동 753,9,16
589,메이필드호텔 주차장,37.546873,126.818445,서울 강서구 외발산동 426,4,16
590,신촌가이아 오피스텔(기계식주차장),37.557996,126.943261,서울 서대문구 대현동 27-20,5,16
591,전농신성미소지움아파트,37.578224,127.048759,서울 동대문구 전농동 687,6,15
592,가리대사거리,37.447628,126.882278,경기 광명시 소하동 1342-5,4,20
593,우성트램타워,37.472627,127.143054,경기 성남시 수정구 창곡동 509-2,4,19
594,의정부 제일시장,37.739151,127.050446,경기 의정부시 의정부동 160,8,26
595,원흥역 2번출구,37.649487,126.873822,경기 고양시 덕양구 원흥동 628,7,17
596,일산경찰서사거리,37.663581,126.768347,경기 고양시 일산동구 장항동 734,9,21
597,북아현 나대지주차장,37.564515,126.955485,서울 서대문구 북아현동 1-424,9,16
598,발곡역 2번출구(이마트에브리데이),37.726292,127.053886,경기 의정부시 장암동 20-14,5,25
599,신촌 명물길,37.557819,126.938545,서울 서대문구 창천동 13-12,9,26
600,서남대학교 명지병원,37.6422,126.831734,경기 고양시 덕양구 화정동 697-24,4,18
601,루미에르,37.370898,126.957314,경기 안양시 동안구 호계동 959-20,5,26
602,힐스테이트에코동익 오피스텔 103동,37.559856,126.828758,서울 강서구 마곡동 773-3,5,24
603,수원곡반정현대아이파크,37.236534,127.02787,경기 수원시 권선구 곡반정동 578,8,25
604,미사강변도시19단지 1904동,37.561516,127.186207,경기 하남시 망월동 1062,4,23
605,SH공공원룸주택 씨드하우스3,37.581863,126.916046,서울 서대문구 북가좌동 3-128,6,16
606,삼선동 코오롱아파트,37.590126,127.012642,서울 성북구 삼선동4가 73,9,23
607,도덕초등학교 옆,37.482742,126.867912,경기 광명시 철산동 235,9,15
608,고양동사거리,37.708923,126.902969,경기 고양시 덕양구 고양동 721,8,30
609,하안5단지고층주공아파트 506동,37.466002,126.863952,경기 광명시 하안동 702,7,22
610,"철산한신1단지 108동 3,4라인 앞",37.472496,126.876297,경기 광명시 철산동 367,5,30
611,숲속마을 405동 뒤,37.66973,126.801584,경기 고양시 일산동구 풍동 1265,7,26
612,일산역 1번출구 코레일네트웍스,37.681511,126.770081,경기 고양시 일산서구 일산동 1410,10,23
613,거성아우룸팰리스,37.40636,126.972934,경기 안양시 동안구 관양동 1722,6,25
614,전자랜드 의정부점 주차장,37.728275,127.048767,경기 의정부시 호원동 415,7,26
615,청솔아파트 교차로,37.74661,127.031091,경기 의정부시 가능동 686-3,8,20
616,오토오아시스 인계매탄점 주차장,37.27159,127.03536,경기 수원시 팔달구 인계동 369-2,4,21
617,동양고등학교 옆,37.568207,126.849221,서울 강서구 가양동 1495,4,15
618,연세대학교 신촌캠퍼스 옆,37.566455,126.946291,서울 서대문구 대신동 115,9,27
619,한화 유로메트로 2단지,37.602009,126.726845,경기 김포시 풍무동 775,10,17
620,녹산초등학교 앞,35.149921,128.838898,부산 강서구 지사동 1186,4,15
621,예미지빌딩,37.379171,127.116523,경기 성남시 분당구 수내동 6-5,7,19
622,하나아파트 209동,37.5901,127.137298,경기 구리시 교문동 809-1,10,27
623,SK분당사옥,37.380525,127.116088,경기 성남시 분당구 수내동 9-1,5,18
624,삼성쉐르빌 A동주차장,37.580625,127.07237,서울 동대문구 장안동 92-66,7,20
625,중산마을5단지 506동,37.693108,126.783904,경기 고양시 일산동구 중산동 1575,7,22
626,국민연금공단충정로사옥,37.562157,126.964516,서울 서대문구 충정로3가 463,6,15
627,영통역 아이파크,37.251804,127.077098,경기 수원시 영통구 영통동 1012-1,6,22
628,강남한양수자인아파트 418동,37.475758,127.112002,서울 강남구 자곡동 77,9,23
629,하모니마트 고등점 앞,37.269531,127.003548,경기 수원시 팔달구 매산로2가 26-21,10,24
630,기안중학교 뒤,37.22589,126.974475,경기 화성시 기안동 349,6,27
631,호수그린오피스텔,37.659908,126.76697,경기 고양시 일산동구 장항동 752-1,10,21
632,등촌동두산위브센티움,37.5569,126.860924,서울 강서구 등촌동 631,7,20
633,진접 장현프라자,37.717946,127.181387,경기 남양주시 진접읍 장현리 634-4,8,28
634,현대썬앤빌,37.653313,126.897569,경기 고양시 덕양구 삼송동 289,5,30
635,엔포레프라자,37.652364,127.115326,경기 남양주시 별내동 1082,7,24
636,한화오벨리스크,37.635109,126.833565,경기 고양시 덕양구 화정동 965,8,30
637,백마역 선상주차장,37.65843,126.79399,경기 고양시 일산동구 백석동 92 백마역,4,15
638,동탄행복마을푸르지오 아파트461동,37.210753,127.119979,경기 화성시 영천동 718,9,24
639,삼부르네상스아파트 옆,37.55585,127.204499,경기 하남시 덕풍동 941-4,5,28
640,현대오일뱅크 예당점,37.733707,127.035408,경기 의정부시 의정부동 533-8,7,21
641,비산 삼성 래미안 139동,37.399979,126.93969,경기 안양시 동안구 비산동 455,4,19
642,석우동 동탄풍경채아파트,37.211407,127.078583,경기 화성시 석우동 53,7,19
643,소하휴먼시아 1단지,37.454662,126.884933,경기 광명시 소하동 1284,6,15
644,현대아파트 101동,37.58024,127.036023,서울 동대문구 제기동 892-66,5,24
645,백송초교 옆(덕이동농협),37.698753,126.754272,경기 고양시 일산서구 덕이동 1544,7,21
646,논현아파트,37.514496,127.022647,서울 강남구 논현동 22,10,15
647,신촌푸르지오 2단지,37.560375,126.953117,서울 서대문구 북아현동 1012,8,15
648,염창역 1번출구,37.548286,126.873047,서울 강서구 염창동 281-22,4,22
649,장기초등학교 옆,37.642198,126.661287,경기 김포시 장기동 1635,7,28
650,석수역 2번출구,37.4294,126.902478,경기 안양시 만안구 석수동 415-2,5,29
651,명품수선 옆 건물,37.588924,126.942312,서울 서대문구 홍제동 332-12,9,21
652,로진프라자,37.259563,127.045219,경기 수원시 영통구 매탄동 1266-3,9,26
653,전자랜드 일산점,37.675453,126.750214,경기 고양시 일산서구 대화동 2198-2,7,24
654,단대오거리역 3번출구(롯데캐슬),37.44286,127.157265,경기 성남시 중원구 중앙동 1489,9,27
655,세종포레뷰2차(B3층),36.4902,127.25603,세종특별자치시 나성동 737,6,29
656,양우로데오시티플러스,37.663336,126.764432,경기 고양시 일산동구 장항동 746-1,5,24
657,카림애비뉴 상가전용 주차장,36.513274,127.2597,세종특별자치시 도담동 653,7,24
658,해담하우스 나동,37.584118,126.923347,서울 서대문구 홍은동 345-5,6,16
659,덕소아이파크 111동,37.588492,127.222441,경기 남양주시 와부읍 덕소리 612,6,27
660,미사강변도시28단지 9동,37.559238,127.196465,경기 하남시 망월동 1162,8,22
661,중앙파크타워,37.632707,127.116711,경기 구리시 갈매동 603,5,24
662,가양아파트 310동 우측,37.564149,126.856562,서울 강서구 가양동 1475,8,24
663,하모니타워Ⅰ 주차장,36.505718,127.234414,세종특별자치시 고운동 1723,6,24
664,쌍용아파트 246동 앞,37.263133,127.083531,경기 수원시 영통구 영통동 1052-2,7,28
665,뉴타운아파트 2동,37.401752,126.944839,경기 안양시 동안구 비산동 354-10,5,25
666,판교SK플래닛 주차장,37.402588,127.103569,경기 성남시 분당구 삼평동 623,10,20
667,수원대 앞(봉담아이파크),37.213497,126.971451,경기 화성시 봉담읍 와우리 590,6,15
668,봇들마을6단지아파트 612동,37.400944,127.118954,경기 성남시 분당구 삼평동 728,7,19
669,강남역(4번출구 역삼1동문화센터),37.495399,127.032974,서울 강남구 역삼동 829-20,6,20
670,토평중학교 앞(상록아파트),37.588369,127.145763,경기 구리시 토평동 959,9,18
671,청춘쭈꾸미 옆 건물,37.297337,126.968845,경기 수원시 장안구 율전동 433-99,9,27
672,트윈스빌 주차장,37.260314,127.061787,경기 수원시 영통구 원천동 353-25,6,20
673,그대가프리미어 아파트 105동,37.245151,127.054074,경기 수원시 영통구 망포동 720,5,28
674,성남도촌동 섬마을9단지,37.411598,127.164505,경기 성남시 중원구 도촌동 708,7,16
675,가온마을3단지(319동B1층),36.497663,127.244503,세종특별자치시 다정동 산 18,9,26
676,등촌아이파크아파트 109동,37.544144,126.860786,서울 강서구 등촌동 715,9,25
677,GS파크 삼성점,37.508446,127.064583,서울 강남구 대치동 995-28,9,29
678,대치2동 주민센터 앞,37.50264,127.063988,서울 강남구 대치동 982-10,4,17
679,래미안크레시티아파트 210동,37.575675,127.052928,서울 동대문구 전농동 691,9,23
680,태안병점공영주차장,37.204416,127.03494,경기 화성시 병점동 391-2,10,29
681,동탄파라곤2 주상복합 앞,37.200895,127.072663,경기 화성시 반송동 104-7,6,27
682,학여울역 환승공영주차장,37.497005,127.07254,서울 강남구 대치동 514-1 옆,7,30
683,전농동SK아파트 관리사무소 주차장,37.575905,127.060303,서울 동대문구 전농동 10,8,18
684,북한산 더샵 108동,37.592517,126.942244,서울 서대문구 홍은동 450-5,6,29
685,김포솔터마을3단지,37.641014,126.631111,경기 김포시 마산동 614-10,6,27
686,동탄역 공영주차장(정기권),37.197151,127.096608,경기 화성시 오산동 968-5,5,30
687,선정릉역 1번출구,37.513452,127.041873,서울 강남구 논현동 267,4,28
688,일산역 2번출구 코레일네트웍스,37.682819,126.768982,경기 고양시 일산서구 일산동 655-628,9,29
689,정릉 힐스테이트1차 203동 앞,37.600619,127.017552,서울 성북구 정릉동 1030,8,25
690,무지개마을주공12단지 1208~1209동 앞,37.335395,127.118659,경기 성남시 분당구 구미동 212,9,17
691,아산재단빌딩 MARU180,37.495419,127.038849,서울 강남구 역삼동 790-6,10,24
692,호원LH행복주택,37.727866,127.047817,경기 의정부시 호원동414,8,19
693,동탄반달마을2단지,37.234768,127.064407,경기 화성시 반월동 883,6,19
694,대방디엠시티 오피스텔,37.568114,126.840172,서울 강서구 마곡동 776-2,10,26
695,롯데슈퍼 남양주마석점,37.658352,127.305733,경기 남양주시 화도읍 마석우리 410-1,10,27
696,서울 아현역 1번출구[V],37.558116,126.955615,서울 서대문구 북아현동 136-21,6,17
697,미사강변브라운스톤 2405동,37.559462,127.1923,경기 하남시 풍산동 559,10,26
698,김포안강럭스나인 오피스텔,37.644377,126.621973,경기 김포시 구래동 6881-3,5,22
699,영통아이파크 옆,37.266156,127.072153,경기 수원시 영통구 영통동 3-6,5,16
700,골든타임,37.653486,126.684818,경기 김포시 운양동 1307-3,9,27
701,가양역 2번출구,37.562325,126.853767,서울 강서구 가양동 14-3,7,28
702,컨벤션센터 호수 제2주차장,36.50035,127.269012,세종특별자치시 어진동 621,10,16
703,세종한신휴플러스아파트 1102동 주차장,36.504332,127.25087,세종특별자치시 종촌동 654,7,19
704,청정아파트(103동),36.529708,127.350271,세종특별자치시 연동면 명학리 291,8,24
705,삼성아파트 101동 앞,37.41344,126.915693,경기 안양시 만안구 안양동 32-1,10,22
706,샬롬아트빌,37.298872,126.973882,경기 수원시 장안구 율전동 265-21,9,27
707,정든마을한진8단지아파트 804동 뒷편,37.360821,127.117624,경기 성남시 분당구 정자동 193,9,18
708,목련마을대원빌라 103동,37.408133,127.145131,경기 성남시 분당구 야탑동 173,4,26
709,한강호반베르디움 아파트 504동 앞,37.645138,126.66039,경기 김포시 장기동 1885-6,5,30
710,"부영그린타운 4,5단지 512동",37.612419,127.160544,경기 남양주시 도농동 2-1,8,15
711,미래어린이공원 옆,37.372042,127.136058,경기 성남시 분당구 서현동 308,8,25
712,광명역 5번출구 앞,37.418792,126.889486,경기 안양시 만안구 석수동 859-7,10,26
713,영통행복주택(따복하우스),37.23405,127.047868,경기 수원시 영통구 망포동 668-10,9,17
714,미사강변 8단지 뒤,37.570059,127.185584,경기 하남시 망월동 963,6,16
715,하품하우스 2호점,37.50209,127.02914,서울 강남구 역삼동 621-31,7,19
716,권선삼성아파트,37.253093,127.023382,경기 수원시 권선구 권선동 1185-1,6,25
717,렉스타운 주차타워,37.398163,126.932323,경기 안양시 동안구 비산동 557-8,9,28
718,한강타워 주차장,37.569155,127.194682,경기 하남시 망월동 927,6,23
719,미사 푸르지오시티 A동,37.565757,127.191001,경기 하남시 망월동 1093-1 미사 푸르지오시티 A동,9,20
720,강변코아루 아파트,37.553458,126.873239,서울 강서구 염창동 303,9,27
721,수서제이스프라자,37.484122,127.094507,서울 강남구 수서동 595,6,18
722,진접고등학교 앞,37.713743,127.190189,경기 남양주시 진접읍 금곡리 1080,8,25
723,산들마을아파트 203동,37.418684,127.137487,경기 성남시 중원구 여수동 602,8,18
724,비원오피스텔 주차타워 주차장,37.55155,126.86513,서울 강서구 등촌동 648-6,9,18
725,강신초등학교 옆(화곡푸르지오 아파트),37.542521,126.831793,서울 강서구 화곡동 1091,7,30
726,주공아파트(205동 앞),36.593894,127.289622,세종특별자치시 조치원읍 신흥리 393,4,19
727,우성르보아시티오피스텔,37.203211,127.097942,경기 화성시 오산동 967-3,10,15
728,별내유료주차장,37.650132,127.113574,경기 남양주시 별내동 1095,7,27
729,신안실크밸리1차아파트 109동,37.619432,126.699925,경기 김포시 감정동 686,9,17
730,홍제비콘드림힐아파트 주차장,37.590509,126.949201,서울 서대문구 홍제동 468,10,15
731,도곡역 4번출구(볼트EV 부름스테이션),37.489113,127.053179,서울 강남구 도곡동 467-13 군인공제회관,6,15
732,풍년마을2단지영풍아파트 222동 주차장,37.624508,126.722034,경기 김포시 북변동 832,4,20
733,수서역 6번출구(애란궁),37.484611,127.097566,서울 강남구 수서동 490-17,4,25
734,풍무중학교 옆,37.600102,126.728109,경기 김포시 풍무동 759,9,20
735,힐스테이트 녹양,37.754849,127.041266,경기 의정부시 가능동 52-1,7,21
736,덕소 두산위브아파트 107동,37.579741,127.21451,경기 남양주시 와부읍 도곡리 986-1,4,21
737,신한헤센스마트 B동 앞,37.691561,126.761755,경기 고양시 일산서구 탄현동 1559-1,8,16
738,센트럴하이츠아파트 306동,37.242953,127.060124,경기 수원시 영통구 망포동 718,5,23
739,LG아파트 161동 뒤편,37.288843,126.98063,경기 수원시 팔달구 화서동 713,4,26
740,동의보감타워,37.578033,127.037671,서울 동대문구 용두동 787,10,20
741,은여울중학교 옆,37.63721,126.640894,경기 김포시 마산동 672-6,9,25
742,안암래미안아파트 P1(112동),37.589397,127.023692,서울 성북구 안암동1가 361,7,29
743,화곡3-1 공영주차장,37.541691,126.83474,서울 강서구 화곡동 1045,6,23
744,삼성래미안 아파트 101동,37.401152,126.924629,경기 안양시 만안구 안양동 90-1 삼성래미안아파트,5,24
745,해솔하우스주차장,37.2592,127.017073,경기 수원시 권선구 세류동 856-2,4,15
746,의정부2동우체국 옆,37.738444,127.03837,경기 의정부시 의정부동 486-13,10,22
747,세방글로벌시티,37.395168,126.961084,경기 안양시 동안구 관양동 1595 세방글로벌시티,5,19
748,샤크존 주차빌딩,37.392765,126.953423,경기 안양시 동안구 비산동 1110-1 샤크존,10,21
749,일성트루엘 103동,37.736097,127.035793,경기 의정부시 의정부동 527,6,28
750,강남LH3단지,37.470478,127.090958,서울 강남구 자곡동 621,5,22
751,호매실휴먼시아8단지 803동 주차장,37.272324,126.947461,경기 수원시 권선구 금곡동 1095 수원호매실휴먼시아 803동지상주차장,6,16
752,청구3차아파트 302동,37.580489,126.952921,서울 서대문구 홍제동 462,9,24
753,천천동현대아파트 305동 뒤편(303동과 305동 사이),37.302516,126.979579,경기 수원시 장안구 천천동 566 현대아파트 305동 지하1층 주차장,4,26
754,원당시장,37.657097,126.837051,경기 고양시 덕양구 성사동 696 삼성홈타워오피스텔,9,27
755,전농1동 주민센터 옆,37.576941,127.049825,서울 동대문구 전농동 695,8,28
756,권선보성유원아파트 610동 주차장,37.249806,127.027631,경기 수원시 권선구 권선동 1265 보성유원아파트 610동주차장,10,28
757,힐스테이트에코마곡나루역오피스텔,37.568113,126.826533,서울 강서구 마곡동 760-1 힐스테이트에코마곡나루역라마다앙코르서울,9,19
758,성결대학교 공과대학 앞 주차장,37.380102,126.929144,경기 안양시 만안구 안양동 400-10 성결대학교,5,28
759,충정리시온,37.560288,126.964841,서울 서대문구 충정로3가 465,4,25
760,디스퀘어큐브,37.396461,126.930421,경기 안양시 만안구 안양동 154-5,5,26
761,가능역 A 코레일 주차장,37.749414,127.044006,경기 의정부시 가능동 205-23,8,28
762,테마모텔 주차장,37.484188,126.856204,경기 광명시 광명동 56-2,10,27
763,한강힐스테이트 511동 주차장,37.639997,126.634445,경기 김포시 마산동 636-1,6,28
764,신호사랑으로부영1차아파트 106동,35.088293,128.873671,부산 강서구 신호동 296-1,7,29
765,상록블루하우스,37.276097,127.040888,경기 수원시 팔달구 우만동 92-1 블루하우스 지하2층,6,29
766,한서주차장,37.254998,127.011799,경기 수원시 권선구 세류동 1023-4,6,23
767,탑프라자,37.557418,127.188089,경기 하남시 풍산동 504,7,22
768,래미안아름숲아파트 108동 주차장,37.581083,127.061415,서울 동대문구 전농동 688,10,16
769,코엑스 옥상주차장(서문 GATE),37.510815,127.059713,서울 강남구 삼성동 159,5,20
770,신동아노블타워,37.675305,126.750605,경기 고양시 일산서구 대화동 2199,10,28
771,원흥역 6번출구,37.650865,126.87318,경기 고양시 덕양구 원흥동 142-5,9,21
772,관산동(더퍼스트프라임),37.687798,126.865977,경기 고양시 덕양구 관산동 1015 더퍼스트프라임,4,17
773,별내 메가박스 뒤,37.655843,127.125835,경기 남양주시 별내동 935,7,15
774,정릉풍림아이원아파트 113동,37.618728,127.007691,서울 성북구 정릉동 239,6,25
775,서린바이오,37.21358,127.092235,경기 화성시 영천동 204-1,6,27
776,정자역 4번출구(인텔리지2),37.366583,127.105393,경기 성남시 분당구 정자동 24,9,16
777,권선구청 주차장,37.257007,126.971717,경기 수원시 권선구 탑동 900 권선구청,8,16
778,광진아트빌11차 101동 주차장,37.569333,127.0678,서울 동대문구 장안동 392-7,5,21
779,역삼중학교 옆(역삼푸르지오아파트),37.49762,127.046569,서울 강남구 역삼동 754-1,4,25
780,더함파크주차장,37.27428,126.983233,경기 수원시 권선구 서둔동 225-1,8,27
781,탑마을동아아파트,37.408331,127.129437,경기 성남시 분당구 야탑동 512,10,17
782,연희동 더연희힐오피스텔,37.564658,126.928205,서울 서대문구 연희동 218-11,8,17
783,화성빌라(나동) 주차장,37.580816,126.933395,서울 서대문구 홍은동 268-26 화성빌라(나),4,15
784,퇴계원 제2공영주차장,37.651014,127.142922,경기 남양주시 퇴계원면 퇴계원리 257-6,6,20
785,선일주차장,37.257983,127.041498,경기 수원시 영통구 매탄동 1271-4,9,15
786,금오아쿠아월드 주차장,37.750195,127.071559,경기 의정부시 신곡동 763-1,9,30
787,새뜸마을14단지 1402동 주차장,36.489837,127.255472,세종특별자치시 새롬동 137,10,25
788,AJ파크 의정부 센트럴타워,37.738066,127.044092,경기 의정부시 의정부동 494 센트럴타워,6,15
789,교동공영주차장,37.273218,127.015297,경기 수원시 팔달구 교동 98,6,29
790,에이스광교타워 3차 주차장,37.296101,127.041035,경기 수원시 영통구 이의동 1286 에이스광교타워3,10,25
791,논현1호주차장,37.510723,127.024422,서울 강남구 논현동 123-11,5,21
792,돈암동일하이빌 입주자전용주차장,37.591511,127.014908,서울 성북구 동소문동5가 120,10,15
793,의정부1동 공영주차장,37.748078,127.048646,경기 의정부시 의정부동 216-42,9,18
794,도농역 코레일 주차장,37.608126,127.161185,경기 남양주시 다산동 4090-6,10,21
795,유현초등학교 옆,37.597736,126.722093,경기 김포시 풍무동 583-6,5,25
796,키즈맘센터 주차장,37.401973,126.952945,경기 안양시 동안구 비산동 1059 비산동 키즈맘센터,6,27
797,판교역 웰츠타워(B동),37.397516,127.112413,경기 성남시 분당구 삼폄동 657,4,15
798,로얄클래스 주차장,37.197807,127.097172,경기 화성시 오산동 968-3,5,28
799,김포시보건소 옆,37.624582,126.725173,경기 김포시 사우동 857,4,17
800,석수2동 주민센터 주차장,37.414111,126.909361,경기 안양시 만안구 석수동 279-1 석수2동주민센터,4,25
801,하남 퀸즈파크미사 1차,37.562598,127.194484,경기 하남시 망월동 1132 퀸즈파크미사 1차 지하3층,8,23
802,강동주차장 주차타워,37.57605,127.038849,서울 동대문구 용두동 27-4,6,30
803,도래울초등학교 앞,37.630353,126.869944,경기 고양시 덕양구 도내동 1025,6,22
804,양수역 1번출구 앞,37.544493,127.32863,경기 양평군 양서면 용담리 253-2,4,18
805,안양시청 앞,37.392345,126.956697,경기 안양시 동안구 관양동 1591 평촌아크로타워,10,19
806,지에프주차장,37.607616,127.134436,경기 구리시 인창동 523-5,6,27
807,가재4단지 412동 주차장,36.506851,127.243189,세종특별자치시 종촌동 640,6,20
808,장한평역 3번출구,37.562444,127.067152,서울 동대문구 장안동 462,6,22
809,이마트수원점 야외주차장,37.250725,127.022374,경기 수원시 권선구 권선동 1189,7,24
810,파크빌 1동 주차장,37.576757,126.818255,서울 강서구 방화동 136-10 파크빌,9,16
811,대한 주방중고설비도매 옆 2821번지 빌라,37.436485,127.146429,경기 성남시 중원구 성남동 2821,5,30
812,논현역 8번출구(네오빌),37.512773,127.024468,서울 강남구 논현동 55-12,6,27
813,선재빌딩 주차장,37.550116,126.835448,서울 강서구 내발산동 718-13 선재빌딩,10,17
814,꿈의숲푸르지오아파트 101동,37.610018,127.039027,서울 성북구 하월곡동 228,5,22
